report_number,collision_date,collision_time,primary_road,secondary_road,collision_day_of_week,number_of_parties,primary_collision_factor,hit_and_run,collision_type,involved_with,pedestrian_action,reporting_district,police_beat,violation,timestamp,intersection,Latitude,Longitude,Accuracy Score,Accuracy Type,City,State,County,Zip
2023-0009023,2023-10-13,17:18:00,RYDIN RD,CENTRAL AVE,Friday,,Unsafe Starting or Backing,Misdemeanor,Head-On,Parked Motor Vehicle,No Pedestrian Involved,,3,22106,2023-10-13 17:18:00,"RYDIN RD AND CENTRAL AVE, RICHMOND, CA",37.899639,-122.316652,1.0,intersection,Richmond,CA,Contra Costa County,94804
2023-0009024,2023-10-13,17:40:00,CHESLEY AVE,KELSEY ST,Friday,,Auto R/W Violation,Misdemeanor,Head-On,Other Motor Vehicle,No Pedestrian Involved,CENTRAL,5,21801(a),2023-10-13 17:40:00,"CHESLEY AVE AND KELSEY ST, RICHMOND, CA",37.954749,-122.364214,1.0,intersection,Richmond,CA,Contra Costa County,94801
2023-0009043,2023-10-14,11:25:00,4TH ST,MACDONALD AVE,Saturday,,Other Improper Driving,No,Rear-End,Parked Motor Vehicle,In Road,CENTRAL,6,,2023-10-14 11:25:00,"4TH ST AND MACDONALD AVE, RICHMOND, CA",37.935696,-122.365664,1.0,intersection,Richmond,CA,Contra Costa County,94801
2023-0009071,2023-10-15,02:30:00,WILSON AVE,WILSON CT,Sunday,,Unsafe Lane Change,No,Sideswipe,Parked Motor Vehicle,No Pedestrian Involved,NORTHERN,OOJ,21658(a),2023-10-15 02:30:00,"WILSON AVE AND WILSON CT, RICHMOND, CA",37.97238,-121.99259,0.8,intersection,Concord,CA,Contra Costa County,94521
2023-0009087,2023-10-15,18:32:00,23RD ST,MARICOPA AVE,Sunday,,Other Hazardous Movement,Felony,Vehicle - Pedestrian,Pedestrian,Not In Road,,22,21663,2023-10-15 18:32:00,"23RD ST AND MARICOPA AVE, RICHMOND, CA",37.950583,-122.347403,0.79,intersection,Richmond,CA,Contra Costa County,94804
2023-0009088,2023-10-15,19:17:00,DORNAN DR,WESTERN DR,Sunday,,Wrong Side of Road,No,Head-On,Other Motor Vehicle,No Pedestrian Involved,,1,21651(b),2023-10-15 19:17:00,"DORNAN DR AND WESTERN DR, RICHMOND, CA",37.92107,-122.385624,0.99,intersection,Richmond,CA,Contra Costa County,94801
2023-0009093,2023-10-16,08:09:00,OHIO AVE,S 18TH ST,Monday,,Other Than Driver,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,SOUTHERN,2,,2023-10-16 08:09:00,"OHIO AVE AND S 18TH ST, RICHMOND, CA",37.930757,-122.352159,0.93,intersection,Richmond,CA,Contra Costa County,94804
2023-0009114,2023-10-16,13:18:00,HARBOUR WAY,CHANSLOR AVE,Monday,,Following Too Closely,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,CENTRAL,6,21703,2023-10-16 13:18:00,"HARBOUR WAY AND CHANSLOR AVE, RICHMOND, CA",37.932465,-122.360003,1.0,intersection,Richmond,CA,Contra Costa County,94801
2023-0009155,2023-10-16,09:00:00,CUTTING BLVD,S 31ST ST,Monday,,Unknown,No,Hit Object,Fixed Object,No Pedestrian Involved,SOUTHERN,2,,2023-10-16 09:00:00,"CUTTING BLVD AND S 31ST ST, RICHMOND, CA",37.925177,-122.339486,0.98,intersection,Richmond,CA,Contra Costa County,94804
2023-0009164,2023-10-17,16:01:00,OHIO AVE,HARBOUR WAY S,Tuesday,,Ped R/W Violation,No,Vehicle - Pedestrian,Pedestrian,Crossing In Crosswalk At Intersection,SOUTHERN,1,21950(a),2023-10-17 16:01:00,"OHIO AVE AND HARBOUR WAY S, RICHMOND, CA",37.930819,-122.360052,1.0,intersection,Richmond,CA,Contra Costa County,94804
2023-0009187,2023-10-18,15:03:00,CARLSON BLVD,S 47TH ST,Wednesday,,Unsafe Speed,Misdemeanor,Hit Object,Other Object,No Pedestrian Involved,SOUTHERN,1,22350,2023-10-18 15:03:00,"CARLSON BLVD AND S 47TH ST, RICHMOND, CA",37.917771,-122.3281,1.0,intersection,Richmond,CA,Contra Costa County,94804
2023-0009202,2023-10-19,04:31:00,PENNSYLVANIA AVE,7TH ST,Thursday,,Unknown,Misdemeanor,Sideswipe,Other Motor Vehicle,No Pedestrian Involved,CENTRAL,5,,2023-10-19 04:31:00,"PENNSYLVANIA AVE AND 7TH ST, RICHMOND, CA",37.942591,-122.362603,1.0,intersection,Richmond,CA,Contra Costa County,94801
2023-0009210,2023-10-19,07:54:00,BAYVIEW AVE,CARLSON BLVD,Thursday,,Unsafe Speed,Misdemeanor,Rear-End,Other Motor Vehicle,No Pedestrian Involved,SOUTHERN,3,22350,2023-10-19 07:54:00,"BAYVIEW AVE AND CARLSON BLVD, RICHMOND, CA",37.914144,-122.323517,1.0,intersection,Richmond,CA,Contra Costa County,94804
2023-0009240,2023-10-20,06:20:00,CARLSON BLVD,CENTER AVE,Friday,,Improper Turning,No,Sideswipe,Other Motor Vehicle,No Pedestrian Involved,SOUTHERN,2,22107,2023-10-20 06:20:00,"CARLSON BLVD AND CENTER AVE, RICHMOND, CA",37.929377,-122.343771,0.95,intersection,Richmond,CA,Contra Costa County,94804
2023-0009257,2023-10-20,14:55:00,CUTTING BLVD,BERK AVE,Friday,,Unsafe Speed,Felony,Rear-End,Other Motor Vehicle,No Pedestrian Involved,SOUTHERN,3,22350,2023-10-20 14:55:00,"CUTTING BLVD AND BERK AVE, RICHMOND, CA",37.925438,-122.331693,1.0,intersection,Richmond,CA,Contra Costa County,94804
2023-0009259,2023-10-20,18:16:00,CUTTING BLVD,S 41ST ST,Friday,,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,SOUTHERN,3,22350,2023-10-20 18:16:00,"CUTTING BLVD AND S 41ST ST, RICHMOND, CA",37.925477,-122.330653,1.0,intersection,Richmond,CA,Contra Costa County,94804
2023-0009266,2023-10-20,22:43:00,23RD ST,VISALIA AVE,Friday,,Other Hazardous Movement,Misdemeanor,Hit Object,Fixed Object,No Pedestrian Involved,CENTRAL,4,21663,2023-10-20 22:43:00,"23RD ST AND VISALIA AVE, RICHMOND, CA",37.944844,-122.347321,1.0,street_center,Richmond,CA,Contra Costa County,94804
2023-0009269,2023-10-21,02:05:00,22ND ST,MACDONALD AVE,Saturday,,Traffic Signals and Signs,Felony,Broadside,Motor Vehicle on Other Roadway,No Pedestrian Involved,,4,21453(a),2023-10-21 02:05:00,"22ND ST AND MACDONALD AVE, RICHMOND, CA",37.93572,-122.348568,1.0,intersection,Richmond,CA,Contra Costa County,94801
2023-0009287,2021-10-21,23:17:00,MACDONALD AVE,20TH ST,Thursday,,Not Stated,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,CENTRAL,4,22107,2021-10-21 23:17:00,"MACDONALD AVE AND 20TH ST, RICHMOND, CA",37.935721,-122.350552,1.0,intersection,Richmond,CA,Contra Costa County,94801
2023-0009288,2023-10-21,23:22:00,CASTRO ST,HENSLEY ST,Saturday,,Following Too Closely,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,SOUTHERN,1,21703,2023-10-21 23:22:00,"CASTRO ST AND HENSLEY ST, RICHMOND, CA",37.946959,-122.371685,0.74,intersection,Richmond,CA,Contra Costa County,94801
2023-0009292,2023-10-21,22:50:00,24TH ST,MCBRYDE AVE,Saturday,,Unsafe Lane Change,Misdemeanor,Sideswipe,Parked Motor Vehicle,No Pedestrian Involved,CENTRAL,7,21658(a),2023-10-21 22:50:00,"24TH ST AND MCBRYDE AVE, RICHMOND, CA",37.947056,-122.345323,0.8,intersection,Richmond,CA,Contra Costa County,94804
2023-0009302,2023-10-22,16:45:00,PAINTED PONY RD,FULL MOON DR,Sunday,,Wrong Side of Road,Misdemeanor,Sideswipe,Parked Motor Vehicle,No Pedestrian Involved,NORTHERN,9,21650,2023-10-22 16:45:00,"PAINTED PONY RD AND FULL MOON DR, RICHMOND, CA",37.947523,-122.384032,0.5,place,Richmond,CA,Contra Costa County,94801
2023-0009309,2023-10-22,23:57:00,22ND ST,BARRETT AVE,Sunday,,Traffic Signals and Signs,Misdemeanor,Broadside,Other Motor Vehicle,No Pedestrian Involved,,4,21453(a),2023-10-22 23:57:00,"22ND ST AND BARRETT AVE, RICHMOND, CA",37.938468,-122.348544,1.0,intersection,Richmond,CA,Contra Costa County,94801
2023-0009318,2023-10-22,22:42:00,PAINTED PONY RD,MAY RD,Sunday,,Improper Turning,Misdemeanor,Sideswipe,Parked Motor Vehicle,No Pedestrian Involved,NORTHERN,9,22107,2023-10-22 22:42:00,"PAINTED PONY RD AND MAY RD, RICHMOND, CA",37.974266,-122.28321,0.63,intersection,El Sobrante,CA,Contra Costa County,94803
2023-0009321,2023-10-22,09:45:00,LANCASTER DR,ABERDEEN WAY,Sunday,,Unsafe Starting or Backing,No,Hit Object,Fixed Object,No Pedestrian Involved,NORTHERN,8,22106,2023-10-22 09:45:00,"LANCASTER DR AND ABERDEEN WAY, RICHMOND, CA",37.973526,-122.341631,0.8,intersection,San Pablo,CA,Contra Costa County,94806
2023-0009324,2023-10-23,10:30:00,13TH ST,ESMOND AVE,Monday,,Unsafe Lane Change,No,Sideswipe,Other Motor Vehicle,No Pedestrian Involved,CENTRAL,4,21658(a),2023-10-23 10:30:00,"13TH ST AND ESMOND AVE, RICHMOND, CA",37.94526,-122.357379,0.81,intersection,Richmond,CA,Contra Costa County,94801
2023-0009345,2023-10-23,19:40:00,REGATTA BLVD,REGATTA BLVD,Monday,,Unsafe Speed,No,Head-On,Bicycle,No Pedestrian Involved,SOUTHERN,1,22350,2023-10-23 19:40:00,"REGATTA BLVD AND REGATTA BLVD, RICHMOND, CA",37.676506,-122.158119,0.8,intersection,San Leandro,CA,Alameda County,94579
2023-0009349,2023-10-23,20:44:00,CUTTING BLVD,S 37TH ST,Monday,,Improper Turning,Misdemeanor,Not Stated,Other Motor Vehicle,No Pedestrian Involved,SOUTHERN,3,22107,2023-10-23 20:44:00,"CUTTING BLVD AND S 37TH ST, RICHMOND, CA",37.925336,-122.334291,1.0,intersection,Richmond,CA,Contra Costa County,94804
2023-0009354,2023-10-24,00:07:00,LINCOLN AVE,15TH ST,Tuesday,,Traffic Signals and Signs,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,CENTRAL,4,22450(a),2023-10-24 00:07:00,"LINCOLN AVE AND 15TH ST, RICHMOND, CA",37.945974,-122.355551,1.0,intersection,Richmond,CA,Contra Costa County,94801
2023-0009369,2023-10-24,09:54:00,OHIO AVE,S 45TH ST,Tuesday,,Unsafe Lane Change,No,Sideswipe,Parked Motor Vehicle,No Pedestrian Involved,SOUTHERN,3,21658(a),2023-10-24 09:54:00,"OHIO AVE AND S 45TH ST, RICHMOND, CA",37.930619,-122.329357,0.78,intersection,Richmond,CA,Contra Costa County,94804
2023-0009432,2023-10-25,22:05:00,23RD ST,BURBECK AVE,Wednesday,,Wrong Side of Road,Misdemeanor,Head-On,Other Motor Vehicle,No Pedestrian Involved,CENTRAL,4,21651(b),2023-10-25 22:05:00,"23RD ST AND BURBECK AVE, RICHMOND, CA",37.944844,-122.347321,1.0,street_center,Richmond,CA,Contra Costa County,94804
2023-0009441,2023-10-26,08:49:00,BAYVIEW AVE,SAN PABLO AVE,Thursday,,Auto R/W Violation,Misdemeanor,Sideswipe,Other Motor Vehicle,No Pedestrian Involved,SOUTHERN,3,21804(a),2023-10-26 08:49:00,"BAYVIEW AVE AND SAN PABLO AVE, RICHMOND, CA",37.947523,-122.384032,0.5,place,Richmond,CA,Contra Costa County,94801
